Count,TopTags
584,anime
335,Anime
129,animation
110,manga
81,funny
70,Animation
58,top 10
55,naruto
51,best
48,2017
48,amv
45,Manga
44,2016
44,otaku
42,review
42,top anime
39,top
36,top 10 anime
35,Japan
35,Top
35,anime vines
34,japan
33,cartoon
33,comedy
32,music
